Date,Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip.Rate.,Precip. Accum.,UV,Solar
"April 6, 2016",4:07 PM,81.0 F,39.7 F,23 %,SW,3.1 mph,3.8 mph,30.34 in,0.00 in,0.00 in,3,198 w/m\xc2\xb2 
"April 6, 2016",4:13 PM,82.6 F,43.2 F,25 %,East,7.6 mph,7.6 mph,30.33 in,0.00 in,0.00 in,3,186 w/m\xc2\xb2 
"April 6, 2016",4:19 PM,82.6 F,43.2 F,25 %,NW,3.1 mph,3.1 mph,30.33 in,0.00 in,0.00 in,2,171 w/m\xc2\xb2 
"April 6, 2016",4:25 PM,82.0 F,39.4 F,22 %,East,3.8 mph,6.0 mph,30.34 in,0.00 in,0.00 in,2,158 w/m\xc2\xb2 
"April 6, 2016",4:30 PM,81.1 F,38.7 F,22 %,North,2.2 mph,4.5 mph,30.34 in,0.00 in,0.00 in,2,145 w/m\xc2\xb2 
"April 6, 2016",4:36 PM,81.1 F,38.7 F,22 %,NE,4.5 mph,7.6 mph,30.34 in,0.00 in,0.00 in,2,135 w/m\xc2\xb2 
"April 6, 2016",4:42 PM,81.3 F,39.9 F,23 %,NW,0.7 mph,6.0 mph,30.34 in,0.00 in,0.00 in,2,119 w/m\xc2\xb2 
"April 6, 2016",4:48 PM,80.8 F,38.5 F,22 %,East,5.4 mph,5.4 mph,30.33 in,0.00 in,0.00 in,2,107 w/m\xc2\xb2 
"April 6, 2016",4:54 PM,80.4 F,40.3 F,24 %,NE,3.8 mph,4.5 mph,30.33 in,0.00 in,0.00 in,2,95 w/m\xc2\xb2 
"April 6, 2016",5:00 PM,79.9 F,39.9 F,24 %,East,3.8 mph,4.5 mph,30.34 in,0.00 in,0.00 in,1,83 w/m\xc2\xb2 
"April 6, 2016",5:06 PM,79.9 F,38.8 F,23 %,NE,4.5 mph,4.5 mph,30.33 in,0.00 in,0.00 in,1,73 w/m\xc2\xb2 
"April 6, 2016",5:11 PM,79.9 F,38.8 F,23 %,WNW,2.2 mph,6.9 mph,30.33 in,0.00 in,0.00 in,1,65 w/m\xc2\xb2 
"April 6, 2016",5:17 PM,79.0 F,37.9 F,23 %,East,3.1 mph,8.3 mph,30.34 in,0.00 in,0.00 in,1,59 w/m\xc2\xb2 
"April 6, 2016",5:23 PM,78.4 F,39.7 F,25 %,South,3.8 mph,4.5 mph,30.34 in,0.00 in,0.00 in,1,56 w/m\xc2\xb2 
"April 6, 2016",5:29 PM,78.4 F,39.7 F,25 %,NE,5.4 mph,5.4 mph,30.33 in,0.00 in,0.00 in,1,49 w/m\xc2\xb2 
"April 6, 2016",5:35 PM,78.1 F,40.5 F,26 %,SE,5.4 mph,6.0 mph,30.34 in,0.00 in,0.00 in,1,45 w/m\xc2\xb2 
"April 6, 2016",5:41 PM,77.0 F,40.5 F,27 %,East,6.0 mph,6.0 mph,30.34 in,0.00 in,0.00 in,1,25 w/m\xc2\xb2 
"April 6, 2016",5:47 PM,74.7 F,42.1 F,31 %,SSE,6.0 mph,6.0 mph,30.34 in,0.00 in,0.00 in,1,12 w/m\xc2\xb2 
"April 6, 2016",5:53 PM,73.2 F,40.8 F,31 %,East,1.6 mph,5.4 mph,30.33 in,0.00 in,0.00 in,0,7 w/m\xc2\xb2 
"April 6, 2016",5:59 PM,72.7 F,41.2 F,32 %,East,5.4 mph,5.4 mph,30.34 in,0.00 in,0.00 in,0,4 w/m\xc2\xb2 
"April 6, 2016",6:10 PM,72.0 F,41.4 F,33 %,NW,4.5 mph,4.5 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",6:16 PM,71.8 F,41.2 F,33 %,East,2.2 mph,3.1 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",6:28 PM,71.2 F,42.3 F,35 %,NE,4.5 mph,4.5 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",6:40 PM,70.9 F,41.9 F,35 %,NE,0.7 mph,1.6 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",6:45 PM,70.2 F,41.9 F,36 %,South,0.7 mph,1.6 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",6:51 PM,69.4 F,42.8 F,38 %,West,0.7 mph,1.6 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",6:57 PM,68.9 F,43.5 F,40 %,SW,1.6 mph,1.6 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",7:03 PM,68.9 F,43.5 F,40 %,SW,1.6 mph,5.4 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",7:09 PM,68.9 F,43.5 F,40 %,East,1.6 mph,3.1 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",7:15 PM,68.9 F,43.5 F,40 %,NE,5.4 mph,5.4 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",7:21 PM,68.9 F,43.5 F,40 %,SW,3.8 mph,3.8 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",7:27 PM,68.9 F,43.5 F,40 %,East,3.1 mph,3.1 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",7:38 PM,68.7 F,44.1 F,41 %,SE,3.8 mph,4.5 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",7:44 PM,68.5 F,43.9 F,41 %,SE,1.6 mph,3.8 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",7:50 PM,68.2 F,43.5 F,41 %,NE,0.7 mph,3.1 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",7:56 PM,67.8 F,43.9 F,42 %,North,4.5 mph,4.5 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",8:02 PM,67.6 F,43.7 F,42 %,SE,1.6 mph,1.6 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",8:08 PM,67.5 F,44.2 F,43 %,SSE,3.1 mph,4.5 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",8:14 PM,67.3 F,44.1 F,43 %,South,1.6 mph,2.2 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",8:19 PM,67.1 F,43.9 F,43 %,South,3.1 mph,3.1 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",8:25 PM,66.9 F,43.7 F,43 %,SW,3.8 mph,3.8 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",8:31 PM,66.7 F,44.1 F,44 %,SW,3.1 mph,5.4 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",8:37 PM,66.6 F,44.1 F,44 %,NW,2.2 mph,4.5 mph,30.39 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",8:43 PM,66.4 F,43.9 F,44 %,NW,5.4 mph,5.4 mph,30.39 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",8:49 PM,66.4 F,43.9 F,44 %,SW,2.2 mph,2.2 mph,30.39 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",8:55 PM,66.4 F,43.9 F,44 %,West,2.2 mph,3.8 mph,30.39 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",9:01 PM,66.2 F,43.7 F,44 %,SE,3.8 mph,6.0 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",9:06 PM,66.2 F,44.2 F,45 %,East,3.1 mph,4.5 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",9:18 PM,65.8 F,44.4 F,46 %,SE,1.6 mph,4.5 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",9:24 PM,65.7 F,44.2 F,46 %,SW,3.1 mph,3.1 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",9:30 PM,65.3 F,44.6 F,47 %,East,0.7 mph,2.2 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",9:36 PM,64.8 F,44.6 F,48 %,SW,0.7 mph,2.2 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",9:42 PM,64.6 F,44.4 F,48 %,NE,2.2 mph,2.2 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",9:48 PM,64.6 F,44.4 F,48 %,East,0.7 mph,0.7 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",9:53 PM,64.2 F,44.6 F,49 %,South,2.2 mph,2.2 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",10:11 PM,63.7 F,44.8 F,50 %,North,0.7 mph,0.7 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",10:17 PM,63.1 F,44.2 F,50 %,East,1.6 mph,1.6 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",10:29 PM,62.8 F,44.4 F,51 %,East,0.7 mph,0.7 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",10:35 PM,62.4 F,45.1 F,53 %,SW,0.0 mph,0.7 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",10:40 PM,62.1 F,44.8 F,53 %,SE,1.6 mph,1.6 mph,30.40 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",10:46 PM,61.7 F,45.0 F,54 %,South,2.2 mph,2.2 mph,30.39 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",10:52 PM,62.1 F,45.1 F,54 %,SSE,2.2 mph,2.2 mph,30.39 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",10:58 PM,62.1 F,45.1 F,54 %,North,0.7 mph,1.6 mph,30.39 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",11:04 PM,61.7 F,45.3 F,55 %,ENE,2.2 mph,2.2 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",11:10 PM,61.7 F,45.3 F,55 %,NE,0.7 mph,3.1 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",11:16 PM,61.7 F,45.3 F,55 %,South,0.7 mph,1.6 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",11:22 PM,61.2 F,44.8 F,55 %,West,6.0 mph,6.0 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",11:27 PM,62.1 F,45.7 F,55 %,SSW,1.6 mph,4.5 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",11:33 PM,62.2 F,45.9 F,55 %,East,3.8 mph,3.8 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",11:39 PM,62.2 F,45.3 F,54 %,SE,1.6 mph,1.6 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",11:45 PM,62.2 F,45.9 F,55 %,SW,2.2 mph,2.2 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",11:51 PM,62.2 F,45.3 F,54 %,South,3.1 mph,3.1 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 6, 2016",11:57 PM,62.6 F,45.1 F,53 %,SE,1.6 mph,6.0 mph,30.38 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",12:03 AM,62.6 F,45.1 F,53 %,SE,0.7 mph,2.2 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",12:09 AM,62.2 F,45.3 F,54 %,SE,1.6 mph,3.8 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",12:14 AM,61.5 F,45.1 F,55 %,East,1.6 mph,1.6 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",12:20 AM,61.5 F,45.1 F,55 %,South,3.8 mph,3.8 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",12:26 AM,61.2 F,45.3 F,56 %,NE,1.6 mph,3.8 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",12:32 AM,61.2 F,45.9 F,57 %,NE,3.8 mph,3.8 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",12:38 AM,61.2 F,46.2 F,58 %,East,3.1 mph,3.1 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",12:44 AM,61.2 F,46.8 F,59 %,South,2.2 mph,3.8 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",12:50 AM,61.2 F,46.8 F,59 %,NW,0.0 mph,0.7 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",12:56 AM,61.0 F,46.6 F,59 %,West,0.7 mph,0.7 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",1:01 AM,60.6 F,47.1 F,61 %,NE,2.2 mph,2.2 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",1:07 AM,60.6 F,47.5 F,62 %,SW,0.7 mph,0.7 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",1:13 AM,60.3 F,47.7 F,63 %,South,0.7 mph,1.6 mph,30.37 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",1:19 AM,60.3 F,47.7 F,63 %,NW,1.6 mph,1.6 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",1:25 AM,60.1 F,47.8 F,64 %,South,3.1 mph,3.1 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",1:31 AM,60.1 F,48.2 F,65 %,East,2.2 mph,2.2 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",1:37 AM,60.1 F,48.7 F,66 %,NE,3.1 mph,3.8 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",1:43 AM,60.3 F,48.9 F,66 %,East,3.8 mph,3.8 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",1:48 AM,60.4 F,49.5 F,67 %,SE,2.2 mph,3.8 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",1:54 AM,60.3 F,49.3 F,67 %,NE,1.6 mph,1.6 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",2:00 AM,60.3 F,49.3 F,67 %,East,2.2 mph,2.2 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",2:06 AM,60.3 F,49.3 F,67 %,NE,0.7 mph,3.8 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",2:12 AM,59.9 F,48.9 F,67 %,NW,0.0 mph,0.0 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",2:18 AM,59.4 F,48.4 F,67 %,South,0.7 mph,0.7 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",2:24 AM,58.8 F,48.7 F,69 %,NE,0.0 mph,0.0 mph,30.36 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",2:30 AM,58.3 F,48.6 F,70 %,NE,0.0 mph,0.0 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",2:35 AM,57.7 F,48.4 F,71 %,NE,1.6 mph,2.2 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",2:41 AM,58.1 F,49.1 F,72 %,NE,0.0 mph,0.0 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",2:47 AM,58.1 F,49.1 F,72 %,East,2.2 mph,2.2 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",2:53 AM,58.3 F,49.6 F,73 %,NE,0.0 mph,0.7 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",2:59 AM,58.5 F,49.8 F,73 %,NE,0.7 mph,1.6 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",3:05 AM,58.3 F,49.6 F,73 %,North,0.0 mph,0.0 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",3:11 AM,57.9 F,49.3 F,73 %,South,0.0 mph,0.0 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",3:17 AM,57.9 F,49.3 F,73 %,East,0.7 mph,1.6 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",3:22 AM,57.9 F,49.3 F,73 %,SE,0.7 mph,0.7 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",3:28 AM,58.1 F,49.8 F,74 %,East,0.7 mph,0.7 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",3:34 AM,58.3 F,50.0 F,74 %,East,6.0 mph,6.0 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",3:40 AM,59.2 F,50.9 F,74 %,NE,2.2 mph,3.1 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",3:52 AM,59.0 F,50.4 F,73 %,NE,1.6 mph,6.0 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",3:58 AM,59.2 F,50.5 F,73 %,East,3.1 mph,3.8 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",4:04 AM,59.2 F,50.5 F,73 %,NE,1.6 mph,1.6 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",4:09 AM,59.2 F,50.5 F,73 %,North,0.7 mph,4.5 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",4:15 AM,59.2 F,50.5 F,73 %,NE,1.6 mph,1.6 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",4:21 AM,59.2 F,50.5 F,73 %,ESE,1.6 mph,3.8 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",4:27 AM,59.4 F,50.4 F,72 %,North,1.6 mph,3.1 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",4:33 AM,59.2 F,50.2 F,72 %,NE,3.1 mph,3.1 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",4:39 AM,59.2 F,50.2 F,72 %,NE,3.1 mph,3.1 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",4:45 AM,59.0 F,50.0 F,72 %,NE,1.6 mph,1.6 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",4:50 AM,58.6 F,50.0 F,73 %,NE,0.7 mph,1.6 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",4:56 AM,58.6 F,50.4 F,74 %,North,1.6 mph,3.1 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",5:02 AM,58.8 F,50.9 F,75 %,East,0.7 mph,3.1 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",5:08 AM,58.8 F,50.9 F,75 %,East,0.7 mph,3.8 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",5:14 AM,59.0 F,50.4 F,73 %,East,0.7 mph,2.2 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",5:20 AM,59.0 F,50.4 F,73 %,North,5.4 mph,5.4 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",5:26 AM,59.2 F,50.5 F,73 %,NE,3.1 mph,5.4 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",5:32 AM,59.2 F,50.5 F,73 %,East,3.1 mph,5.4 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",5:37 AM,59.2 F,50.2 F,72 %,SSE,3.1 mph,3.1 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",5:43 AM,59.0 F,50.0 F,72 %,East,3.8 mph,4.5 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",5:55 AM,59.2 F,50.2 F,72 %,NE,1.6 mph,1.6 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",6:01 AM,59.0 F,50.0 F,72 %,East,1.6 mph,2.2 mph,30.34 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",6:07 AM,58.8 F,50.2 F,73 %,East,3.1 mph,3.1 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",6:13 AM,58.6 F,50.0 F,73 %,North,1.6 mph,3.8 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",6:19 AM,58.5 F,49.8 F,73 %,NE,1.6 mph,3.1 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",6:24 AM,58.5 F,50.2 F,74 %,NE,1.6 mph,2.2 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",6:30 AM,58.3 F,50.0 F,74 %,East,2.2 mph,2.2 mph,30.35 in,0.00 in,0.00 in,0,0 w/m\xc2\xb2 
"April 7, 2016",6:36 AM,58.3 F,50.0 F,74 %,East,1.6 mph,1.6 mph,30.35 in,0.00 in,0.00 in,0,1 w/m\xc2\xb2 
"April 7, 2016",6:42 AM,58.1 F,49.8 F,74 %,NE,2.2 mph,2.2 mph,30.35 in,0.00 in,0.00 in,0,3 w/m\xc2\xb2 
"April 7, 2016",6:48 AM,58.3 F,50.0 F,74 %,NE,3.1 mph,3.1 mph,30.35 in,0.00 in,0.00 in,0,8 w/m\xc2\xb2 
"April 7, 2016",6:54 AM,58.5 F,50.2 F,74 %,NE,1.6 mph,2.2 mph,30.35 in,0.00 in,0.00 in,1,16 w/m\xc2\xb2 
"April 7, 2016",7:00 AM,59.0 F,50.0 F,72 %,SW,1.6 mph,4.5 mph,30.35 in,0.00 in,0.00 in,1,22 w/m\xc2\xb2 
"April 7, 2016",7:06 AM,59.4 F,50.0 F,71 %,NE,3.8 mph,3.8 mph,30.35 in,0.00 in,0.00 in,1,26 w/m\xc2\xb2 
"April 7, 2016",7:11 AM,59.9 F,50.2 F,70 %,East,6.9 mph,6.9 mph,30.36 in,0.00 in,0.00 in,1,27 w/m\xc2\xb2 
"April 7, 2016",7:17 AM,60.3 F,50.0 F,69 %,North,3.1 mph,3.1 mph,30.36 in,0.00 in,0.00 in,1,29 w/m\xc2\xb2 
"April 7, 2016",7:23 AM,60.6 F,50.0 F,68 %,NE,3.1 mph,4.5 mph,30.36 in,0.00 in,0.00 in,1,31 w/m\xc2\xb2 
"April 7, 2016",7:29 AM,60.6 F,49.6 F,67 %,NE,2.2 mph,3.1 mph,30.36 in,0.00 in,0.00 in,1,37 w/m\xc2\xb2 
"April 7, 2016",7:35 AM,61.0 F,49.5 F,66 %,NE,2.2 mph,3.1 mph,30.36 in,0.00 in,0.00 in,1,44 w/m\xc2\xb2 
"April 7, 2016",7:41 AM,61.2 F,49.6 F,66 %,East,6.9 mph,6.9 mph,30.36 in,0.00 in,0.00 in,1,51 w/m\xc2\xb2 
"April 7, 2016",7:47 AM,61.2 F,49.3 F,65 %,East,3.8 mph,3.8 mph,30.36 in,0.00 in,0.00 in,2,59 w/m\xc2\xb2 
"April 7, 2016",7:53 AM,61.5 F,49.3 F,64 %,East,1.6 mph,3.8 mph,30.36 in,0.00 in,0.00 in,2,65 w/m\xc2\xb2 
"April 7, 2016",7:58 AM,62.1 F,49.8 F,64 %,SE,3.1 mph,3.1 mph,30.36 in,0.00 in,0.00 in,2,117 w/m\xc2\xb2 
"April 7, 2016",8:10 AM,66.4 F,50.7 F,57 %,East,3.8 mph,4.5 mph,30.36 in,0.00 in,0.00 in,2,151 w/m\xc2\xb2 
"April 7, 2016",8:28 AM,67.5 F,49.8 F,53 %,SE,6.9 mph,6.9 mph,30.36 in,0.00 in,0.00 in,2,113 w/m\xc2\xb2 
"April 7, 2016",8:34 AM,67.9 F,49.7F,54 %,North,2.2 mph,3.1 mph,30.36 in,0.00 in,0.00 in,2,109 w/m\xc2\xb2 
"April 7, 2016",8:40 AM,66.7 F,49.6 F,54 %,NE,7.6 mph,7.6 mph,30.36 in,0.00 in,0.00 in,3,136 w/m\xc2\xb2 
"April 7, 2016",8:45 AM,66.7 F,49.6 F,54 %,SE,6.0 mph,6.0 mph,30.36 in,0.00 in,0.00 in,3,184 w/m\xc2\xb2 
"April 7, 2016",8:51 AM,67.1 F,49.8 F,54 %,East,5.4 mph,6.9 mph,30.36 in,0.00 in,0.00 in,3,186 w/m\xc2\xb2 
"April 7, 2016",8:57 AM,68.2 F,49.8 F,52 %,North,2.2 mph,6.0 mph,30.36 in,0.00 in,0.00 in,4,194 w/m\xc2\xb2 
"April 7, 2016",9:03 AM,68.4 F,49.5 F,51 %,East,5.4 mph,6.0 mph,30.36 in,0.00 in,0.00 in,4,191 w/m\xc2\xb2 
"April 7, 2016",9:15 AM,69.3 F,49.8 F,50 %,East,3.8 mph,6.0 mph,30.36 in,0.00 in,0.00 in,4,258 w/m\xc2\xb2 
"April 7, 2016",9:21 AM,70.0 F,49.5 F,48 %,SE,7.6 mph,7.6 mph,30.36 in,0.00 in,0.00 in,4,248 w/m\xc2\xb2 
"April 7, 2016",9:27 AM,69.8 F,48.7 F,47 %,East,8.3 mph,8.3 mph,30.36 in,0.00 in,0.00 in,4,253 w/m\xc2\xb2 
"April 7, 2016",9:32 AM,69.3 F,48.7 F,48 %,East,3.8 mph,6.0 mph,30.36 in,0.00 in,0.00 in,5,274 w/m\xc2\xb2 
"April 7, 2016",9:44 AM,71.1 F,49.8 F,47 %,SE,5.4 mph,5.4 mph,30.36 in,0.00 in,0.00 in,5,319 w/m\xc2\xb2 
